date,Price
9/26/2016 0:00,604.28
9/27/2016 0:00,604.57
9/28/2016 0:00,603.71
9/29/2016 0:00,604.96
9/30/2016 0:00,608.26
10/01/2016 0:00,612
10/02/2016 0:00,608.59
10/03/2016 0:00,611.06
10/04/2016 0:00,607.18
10/05/2016 0:00,610.98
10/06/2016 0:00,610.34
10/07/2016 0:00,614.23
10/08/2016 0:00,614.48
10/09/2016 0:00,613.61
10/10/2016 0:00,615.37
10/11/2016 0:00,638.91
10/12/2016 0:00,635.06
10/13/2016 0:00,635.61
10/14/2016 0:00,638.38
10/15/2016 0:00,636.01
10/16/2016 0:00,638.09
10/17/2016 0:00,635.69
10/18/2016 0:00,635.58
10/19/2016 0:00,627.98
10/20/2016 0:00,627.72
10/21/2016 0:00,628.99
10/22/2016 0:00,655
10/23/2016 0:00,649.69
10/24/2016 0:00,648.14
10/25/2016 0:00,648.33
10/26/2016 0:00,673.14
10/27/2016 0:00,682.67
10/28/2016 0:00,685.29
10/29/2016 0:00,712.06
10/30/2016 0:00,696.36
10/31/2016 0:00,697.67
11/01/2016 0:00,726.6
11/02/2016 0:00,732.99
11/03/2016 0:00,681.03
11/04/2016 0:00,702.98
11/05/2016 0:00,703.63
11/06/2016 0:00,710.22
11/07/2016 0:00,706.5
11/08/2016 0:00,710.19
11/09/2016 0:00,720.44
11/10/2016 0:00,714.5
11/11/2016 0:00,715.82
11/12/2016 0:00,703
11/13/2016 0:00,701.51
11/14/2016 0:00,704.7
11/15/2016 0:00,710.82
11/16/2016 0:00,737.99
11/17/2016 0:00,737
11/18/2016 0:00,745.99
11/19/2016 0:00,749.57
11/20/2016 0:00,727.09
11/21/2016 0:00,736.97
11/22/2016 0:00,746.61
11/23/2016 0:00,740.17
11/24/2016 0:00,735.7
11/25/2016 0:00,737.03
11/26/2016 0:00,729.87
11/27/2016 0:00,726.12
11/28/2016 0:00,730.98
11/29/2016 0:00,730.99
11/30/2016 0:00,742.06
12/01/2016 0:00,751.6
12/02/2016 0:00,769.99
12/03/2016 0:00,762.79
12/04/2016 0:00,761.99
12/05/2016 0:00,750
12/06/2016 0:00,758.91
12/07/2016 0:00,766.85
12/08/2016 0:00,767.96
12/09/2016 0:00,769.49
12/10/2016 0:00,772.35
12/11/2016 0:00,768.19
12/12/2016 0:00,777.93
12/13/2016 0:00,778.71
12/14/2016 0:00,776.29
12/15/2016 0:00,774.79
12/16/2016 0:00,780.35
12/17/2016 0:00,788.4
12/18/2016 0:00,788.68
12/19/2016 0:00,790.65
12/20/2016 0:00,801.02
12/21/2016 0:00,828.1
12/22/2016 0:00,858.94
12/23/2016 0:00,916
12/24/2016 0:00,892.63
12/25/2016 0:00,891.67
12/26/2016 0:00,899.1
12/27/2016 0:00,929.92
12/28/2016 0:00,975.97
12/29/2016 0:00,968.99
12/30/2016 0:00,959.03
12/31/2016 0:00,964.32
01/01/2017 0:00,998.8
01/02/2017 0:00,1014.1
01/03/2017 0:00,1036.99
01/04/2017 0:00,1122.56
01/05/2017 0:00,994.02
01/06/2017 0:00,891.56
01/07/2017 0:00,897.14
01/08/2017 0:00,906.17
01/09/2017 0:00,899.99
01/10/2017 0:00,907.96
01/11/2017 0:00,788.81
01/12/2017 0:00,816
1/13/2017 0:00,826.9
1/14/2017 0:00,819.66
